City,Date,High,Low,Precipitation
New York,4/9/2013,27.78,10.56,0.0
New York,4/10/2013,23.33,12.78,1.24
New York,4/11/2013,15.56,8.33,0.0
New York,4/12/2013,8.33,5.0,1.6
New York,4/13/2013,14.44,5.0,0.03
New York,4/14/2013,13.89,7.78,0.0
New York,4/15/2013,15.0,6.67,0.0
New York,4/16/2013,17.22,8.33,0.0
New York,4/17/2013,21.67,12.78,0.05
New York,4/18/2013,15.0,10.56,0.03
New York,4/19/2013,21.67,12.78,0.13
New York,4/20/2013,15.56,6.11,0.15
New York,4/21/2013,12.78,2.78,0.0
New York,4/22/2013,12.78,5.0,0.0
New York,4/23/2013,11.67,5.0,0.0
New York,4/24/2013,20.56,6.67,0.0
New York,4/25/2013,18.89,7.78,0.0
New York,4/26/2013,19.44,10.0,0.0
New York,4/27/2013,21.67,8.89,0.0
New York,4/28/2013,20.56,10.56,0.0
New York,4/29/2013,13.89,11.11,0.1
New York,4/30/2013,20.0,10.56,0.0
New York,5/1/2013,20.56,8.33,0.0
New York,5/2/2013,22.22,9.44,0.0
New York,5/3/2013,18.89,9.44,0.0
New York,5/4/2013,20.56,8.89,0.0
New York,5/5/2013,17.78,7.78,0.0
New York,5/6/2013,20.56,7.78,0.0
New York,5/7/2013,23.33,11.11,0.0
New York,5/8/2013,17.22,12.78,7.67
New York,5/9/2013,20.0,12.22,1.27
New York,5/10/2013,26.11,15.0,0.03
New York,5/11/2013,21.11,16.11,2.77
New York,5/12/2013,21.11,10.56,0.0
New York,5/13/2013,14.44,7.22,0.0
New York,5/14/2013,16.11,5.56,0.0
New York,5/15/2013,20.56,11.11,0.0
New York,5/16/2013,26.11,16.67,0.0
New York,5/17/2013,22.22,14.44,0.0
New York,5/18/2013,18.33,13.33,0.03
New York,5/19/2013,15.0,12.78,1.52
New York,5/20/2013,26.11,14.44,0.0
New York,5/21/2013,30.0,20.0,0.0
New York,5/22/2013,25.56,15.0,0.0
New York,5/23/2013,26.67,17.78,4.6
New York,5/24/2013,18.33,7.22,0.76
New York,5/25/2013,12.22,7.22,0.36
New York,5/26/2013,18.89,8.89,0.0
New York,5/27/2013,22.78,10.56,0.0
New York,5/28/2013,20.0,13.33,1.32
New York,5/29/2013,27.78,14.44,0.0
New York,5/30/2013,32.22,22.22,0.0
New York,5/31/2013,32.22,23.89,0.0
New York,6/1/2013,32.22,22.78,0.0
New York,6/2/2013,31.11,20.56,2.16
New York,6/3/2013,25.56,18.89,2.21
New York,6/4/2013,23.89,13.89,0.0
New York,6/5/2013,23.33,14.44,0.0
New York,6/6/2013,21.11,15.0,0.33
New York,6/7/2013,17.22,15.0,10.57
New York,6/8/2013,25.0,13.89,1.22
New York,6/9/2013,26.67,17.22,0.0
New York,6/10/2013,21.11,16.67,3.51
New York,6/11/2013,26.67,17.78,0.23
New York,6/12/2013,24.44,18.33,0.0
New York,6/13/2013,20.56,12.78,3.2
New York,6/14/2013,22.22,11.67,0.97
New York,6/15/2013,26.67,16.11,0.0
New York,6/16/2013,26.67,18.33,0.0
New York,6/17/2013,28.89,20.56,0.03
New York,6/18/2013,28.89,17.78,0.51
New York,6/19/2013,25.0,15.0,0.0
New York,6/20/2013,26.67,16.67,0.0
New York,6/21/2013,27.78,17.78,0.0
New York,6/22/2013,28.89,18.33,0.0
New York,6/23/2013,31.11,21.11,0.0
New York,6/24/2013,33.33,23.33,0.0
New York,6/25/2013,32.78,22.78,0.0
New York,6/26/2013,29.44,23.33,0.13
New York,6/27/2013,30.0,22.78,0.61
New York,6/28/2013,29.44,22.78,0.0
New York,6/29/2013,28.33,21.67,0.0
New York,6/30/2013,30.0,22.78,0.0
New York,7/1/2013,25.0,22.22,2.13
New York,7/2/2013,27.78,22.22,0.2
New York,7/3/2013,28.33,22.78,1.35
New York,7/4/2013,30.56,23.89,0.0
New York,7/5/2013,32.22,24.44,0.0
New York,7/6/2013,33.33,25.56,0.0
New York,7/7/2013,33.33,25.56,0.0
New York,7/8/2013,31.67,22.78,0.56
New York,7/9/2013,31.11,23.33,0.58
New York,7/10/2013,29.44,23.89,0.0
New York,7/11/2013,28.89,24.44,0.0
New York,7/12/2013,25.0,20.0,0.64
New York,7/13/2013,27.22,19.44,0.15
New York,7/14/2013,32.22,23.33,0.0
New York,7/15/2013,34.44,25.56,0.0
New York,7/16/2013,34.44,25.0,0.0
New York,7/17/2013,36.11,26.11,0.0
New York,7/18/2013,36.67,27.22,0.0
New York,7/19/2013,35.56,28.33,0.0
New York,7/20/2013,33.89,27.22,0.0
New York,7/21/2013,31.67,24.44,0.0
New York,7/22/2013,30.0,23.89,0.15
New York,7/23/2013,30.56,22.78,0.79
New York,7/24/2013,28.33,20.0,0.0
New York,7/25/2013,20.0,17.78,0.03
New York,7/26/2013,28.33,18.33,0.0
New York,7/27/2013,27.78,21.11,0.0
New York,7/28/2013,25.56,21.11,0.61
New York,7/29/2013,29.44,20.56,0.03
New York,7/30/2013,28.33,19.44,0.0
New York,7/31/2013,28.33,19.44,0.0
New York,8/1/2013,24.44,18.89,1.65
New York,8/2/2013,28.33,19.44,0.0
New York,8/3/2013,25.56,20.0,0.15
New York,8/4/2013,26.67,18.89,0.0
New York,8/5/2013,25.56,16.67,0.0
New York,8/6/2013,27.78,17.78,0.0
New York,8/7/2013,26.67,21.11,0.0
New York,8/8/2013,27.22,21.11,1.17
New York,8/9/2013,29.44,23.33,0.13
New York,8/10/2013,28.33,21.11,0.0
New York,8/11/2013,27.22,18.33,0.0
New York,8/12/2013,27.78,21.11,0.13
New York,8/13/2013,25.0,20.0,2.16
New York,8/14/2013,23.33,16.11,0.0
New York,8/15/2013,25.56,15.0,0.0
New York,8/16/2013,27.78,17.78,0.0
New York,8/17/2013,28.89,17.78,0.0
New York,8/18/2013,24.44,20.0,0.0
New York,8/19/2013,26.11,18.89,0.0
New York,8/20/2013,31.11,20.0,0.0
New York,8/21/2013,32.22,22.22,0.0
New York,8/22/2013,25.56,21.67,0.64
New York,8/23/2013,27.78,21.67,0.0
New York,8/24/2013,26.67,18.33,0.0
New York,8/25/2013,28.33,17.78,0.0
New York,8/26/2013,28.89,20.0,0.1
New York,8/27/2013,30.56,21.67,0.03
New York,8/28/2013,30.0,21.67,1.09
New York,8/29/2013,26.67,21.67,0.0
New York,8/30/2013,29.44,21.11,0.0
New York,8/31/2013,30.0,22.78,0.0
New York,9/1/2013,28.89,23.89,0.0
New York,9/2/2013,27.78,23.33,0.13
New York,9/3/2013,27.78,20.0,0.08
New York,9/4/2013,27.78,18.33,0.0
New York,9/5/2013,26.67,17.78,0.0
New York,9/6/2013,22.22,13.89,0.0
New York,9/7/2013,26.67,15.0,0.0
New York,9/8/2013,28.33,17.78,0.0
New York,9/9/2013,22.78,13.89,0.0
New York,9/10/2013,30.56,20.0,0.03
New York,9/11/2013,35.56,25.0,0.0
New York,9/12/2013,30.56,21.11,4.06
New York,9/13/2013,25.0,15.0,0.15
New York,9/14/2013,19.44,12.22,0.0
New York,9/15/2013,22.78,10.56,0.0
New York,9/16/2013,22.78,13.33,0.08
New York,9/17/2013,18.33,10.0,0.0
New York,9/18/2013,22.22,10.56,0.0
New York,9/19/2013,25.56,12.78,0.0
New York,9/20/2013,26.11,15.56,0.0
New York,9/21/2013,25.0,16.11,1.83
New York,9/22/2013,20.56,12.22,1.14
New York,9/23/2013,18.89,10.0,0.0
New York,9/24/2013,22.78,8.33,0.0
New York,9/25/2013,22.78,11.11,0.0
New York,9/26/2013,21.67,14.44,0.0
New York,9/27/2013,20.56,13.89,0.0
New York,9/28/2013,22.78,13.33,0.0
New York,9/29/2013,22.22,13.89,0.0
New York,9/30/2013,23.89,13.33,0.0
New York,10/1/2013,27.78,15.0,0.0
New York,10/2/2013,28.33,17.78,0.0
New York,10/3/2013,25.56,17.22,0.0
New York,10/4/2013,30.0,18.89,0.0
New York,10/5/2013,24.44,17.78,0.0
New York,10/6/2013,21.11,18.33,0.0
New York,10/7/2013,24.44,15.56,0.64
New York,10/8/2013,19.44,12.22,0.0
New York,10/9/2013,16.67,11.67,0.0
New York,10/10/2013,18.33,12.22,0.0
New York,10/11/2013,20.0,15.56,0.05
New York,10/12/2013,22.22,15.56,0.0
New York,10/13/2013,18.33,13.33,0.0
New York,10/14/2013,18.89,11.11,0.0
New York,10/15/2013,22.22,11.67,0.0
New York,10/16/2013,19.44,13.33,0.0
New York,10/17/2013,22.78,16.11,0.05
New York,10/18/2013,20.0,12.78,0.0
New York,10/19/2013,17.78,11.11,0.03
New York,10/20/2013,17.22,10.0,0.0
New York,10/21/2013,18.89,10.0,0.0
New York,10/22/2013,19.44,10.56,0.0
New York,10/23/2013,12.78,7.22,0.0
New York,10/24/2013,12.22,5.0,0.0
New York,10/25/2013,11.67,4.44,0.0
New York,10/26/2013,12.78,5.0,0.0
New York,10/27/2013,14.44,7.78,0.0
New York,10/28/2013,16.11,6.11,0.0
New York,10/29/2013,13.33,6.67,0.0
New York,10/30/2013,15.56,8.33,0.0
New York,10/31/2013,18.89,11.67,0.15
New York,11/1/2013,21.11,15.0,0.33
New York,11/2/2013,20.0,12.78,0.0
New York,11/3/2013,12.78,2.78,0.0
New York,11/4/2013,7.78,1.67,0.0
New York,11/5/2013,12.78,5.0,0.0
New York,11/6/2013,16.11,9.44,0.0
New York,11/7/2013,17.78,6.67,0.33
New York,11/8/2013,10.0,4.44,0.0
New York,11/9/2013,10.0,3.33,0.0
New York,11/10/2013,16.11,6.67,0.0
New York,11/11/2013,11.67,6.11,0.0
New York,11/12/2013,11.11,-0.56,0.08
New York,11/13/2013,3.89,-1.67,0.0
New York,11/14/2013,11.11,0.56,0.0
New York,11/15/2013,13.89,6.67,0.0
New York,11/16/2013,15.56,7.22,0.13
New York,11/17/2013,15.56,10.56,0.08
New York,11/18/2013,18.33,10.56,0.56
New York,11/19/2013,10.56,2.22,0.0
New York,11/20/2013,6.67,0.0,0.0
New York,11/21/2013,11.11,1.67,0.0
New York,11/22/2013,13.89,10.56,0.18
New York,11/23/2013,12.22,-0.56,0.0
New York,11/24/2013,-1.11,-5.0,0.0
New York,11/25/2013,1.67,-5.0,0.0
New York,11/26/2013,8.33,0.56,1.3
New York,11/27/2013,16.67,1.67,5.03
New York,11/28/2013,1.67,-1.11,0.0
New York,11/29/2013,3.89,-1.67,0.0
New York,11/30/2013,3.89,-3.89,0.0
New York,12/1/2013,9.44,2.22,0.0
New York,12/2/2013,9.44,5.0,0.0
New York,12/3/2013,11.67,3.33,0.0
New York,12/4/2013,11.11,5.0,0.0
New York,12/5/2013,15.56,8.89,0.03
New York,12/6/2013,16.67,2.78,1.85
New York,12/7/2013,5.0,0.0,0.36
New York,12/8/2013,0.56,-1.67,0.2
New York,12/9/2013,3.89,-0.56,0.76
New York,12/10/2013,2.78,-1.11,0.58
New York,12/11/2013,0.56,-2.78,0.0
New York,12/12/2013,-1.11,-5.0,0.0
New York,12/13/2013,1.67,-5.0,0.0
New York,12/14/2013,1.11,-5.56,1.85
New York,12/15/2013,4.44,-1.11,1.83
New York,12/16/2013,0.56,-3.89,0.0
New York,12/17/2013,0.0,-4.44,0.48
New York,12/18/2013,2.78,-5.0,0.0
New York,12/19/2013,8.33,-1.11,0.0
New York,12/20/2013,11.67,5.0,0.0
New York,12/21/2013,18.33,10.56,0.03
New York,12/22/2013,21.67,16.11,0.0
New York,12/23/2013,17.78,5.56,1.3
New York,12/24/2013,5.56,-3.33,0.0
New York,12/25/2013,-0.56,-7.22,0.0
New York,12/26/2013,2.22,-1.11,0.0
New York,12/27/2013,4.44,-0.56,0.0
New York,12/28/2013,12.78,2.22,0.0
New York,12/29/2013,8.89,5.0,3.05
New York,12/30/2013,7.22,-5.0,0.0
New York,12/31/2013,0.0,-6.11,0.0
New York,1/1/2014,0.56,-4.44,0.0
New York,1/2/2014,0.56,-7.78,0.84
New York,1/3/2014,-7.78,-12.78,0.74
New York,1/4/2014,-1.67,-13.33,0.0
New York,1/5/2014,4.44,-2.78,0.36
New York,1/6/2014,12.78,-7.22,0.91
New York,1/7/2014,-7.22,-15.56,0.0
New York,1/8/2014,-5.56,-12.78,0.0
New York,1/9/2014,0.0,-5.56,0.0
New York,1/10/2014,2.78,-1.11,0.28
New York,1/11/2014,14.44,2.78,1.27
New York,1/12/2014,12.22,3.33,0.13
New York,1/13/2014,10.56,2.78,0.0
New York,1/14/2014,11.11,6.67,0.97
New York,1/15/2014,8.33,3.89,0.0
New York,1/16/2014,5.56,2.22,0.0
New York,1/17/2014,6.67,0.56,0.0
New York,1/18/2014,5.0,-1.67,0.18
New York,1/19/2014,3.33,-4.44,0.0
New York,1/20/2014,7.78,-0.56,0.0
New York,1/21/2014,-0.56,-11.67,1.17
New York,1/22/2014,-8.33,-15.0,0.05
New York,1/23/2014,-6.67,-13.89,0.0
New York,1/24/2014,-6.67,-12.22,0.0
New York,1/25/2014,-2.22,-7.22,0.1
New York,1/26/2014,1.11,-8.33,0.0
New York,1/27/2014,6.67,-6.11,0.0
New York,1/28/2014,-6.11,-11.11,0.0
New York,1/29/2014,-5.0,-10.0,0.1
New York,1/30/2014,-1.11,-8.89,0.0
New York,1/31/2014,3.89,-3.89,0.0
New York,2/1/2014,7.22,2.22,0.0
New York,2/2/2014,13.33,3.89,0.0
New York,2/3/2014,6.11,-2.78,2.97
New York,2/4/2014,1.67,-5.56,0.0
New York,2/5/2014,1.11,-1.67,3.63
New York,2/6/2014,0.0,-6.11,0.0
New York,2/7/2014,0.0,-4.44,0.0
New York,2/8/2014,-1.67,-6.11,0.0
New York,2/9/2014,-0.56,-6.11,0.25
New York,2/10/2014,-1.67,-6.11,0.0
New York,2/11/2014,-3.33,-8.89,0.0
New York,2/12/2014,-3.89,-10.56,0.0
New York,2/13/2014,2.22,-4.44,4.52
New York,2/14/2014,4.44,-0.56,0.76
New York,2/15/2014,2.78,-2.78,0.33
New York,2/16/2014,-1.11,-6.11,0.0
New York,2/17/2014,0.0,-7.78,0.0
New York,2/18/2014,3.89,-3.33,0.41
New York,2/19/2014,7.22,1.11,0.66
New York,2/20/2014,10.56,2.78,0.08
New York,2/21/2014,9.44,2.22,0.23
New York,2/22/2014,12.22,4.44,0.0
New York,2/23/2014,12.22,6.11,0.0
New York,2/24/2014,6.67,-2.78,0.0
New York,2/25/2014,0.56,-4.44,0.0
New York,2/26/2014,-0.56,-6.67,0.08
New York,2/27/2014,1.11,-10.0,0.0
New York,2/28/2014,-4.44,-12.78,0.0
New York,3/1/2014,2.78,-6.67,0.0
New York,3/2/2014,4.44,0.0,0.0
New York,3/3/2014,0.0,-8.33,0.1
New York,3/4/2014,-1.67,-10.56,0.0
New York,3/5/2014,3.89,-3.33,0.0
New York,3/6/2014,-0.56,-8.89,0.0
New York,3/7/2014,2.78,-3.33,0.0
New York,3/8/2014,13.89,1.67,0.0
New York,3/9/2014,6.67,2.22,0.0
New York,3/10/2014,10.56,2.22,0.0
New York,3/11/2014,18.89,7.22,0.0
New York,3/12/2014,13.33,0.0,0.89
New York,3/13/2014,0.0,-7.78,0.0
New York,3/14/2014,7.78,-5.56,0.0
New York,3/15/2014,14.44,5.56,0.0
New York,3/16/2014,5.56,-1.11,0.0
New York,3/17/2014,1.67,-5.0,0.0
New York,3/18/2014,6.11,-2.22,0.0
New York,3/19/2014,7.78,0.0,2.34
New York,3/20/2014,12.22,4.44,0.0
New York,3/21/2014,10.56,3.89,0.0
New York,3/22/2014,17.22,5.0,0.0
New York,3/23/2014,5.56,-2.78,0.0
New York,3/24/2014,1.67,-6.11,0.0
New York,3/25/2014,3.89,-3.33,0.0
New York,3/26/2014,2.22,-4.44,0.0
New York,3/27/2014,6.67,-5.56,0.0
New York,3/28/2014,16.67,2.78,0.1
New York,3/29/2014,15.0,6.11,4.6
New York,3/30/2014,9.44,3.89,0.89
New York,3/31/2014,13.33,2.22,0.41
New York,4/1/2014,15.56,3.89,0.0
New York,4/2/2014,12.22,5.56,0.0
New York,4/3/2014,19.44,7.78,0.18
New York,4/4/2014,8.33,4.44,0.53
New York,4/5/2014,12.22,4.44,0.0
New York,4/6/2014,16.11,2.22,0.0
New York,4/7/2014,11.67,6.11,1.32
New York,4/8/2014,17.78,7.78,0.86
New York,4/9/2014,16.11,7.22,0.0
New York,4/10/2014,14.44,5.56,0.0
New York,4/11/2014,23.89,13.33,0.0
New York,4/12/2014,22.78,10.0,0.0
New York,4/13/2014,25.0,12.22,0.0
New York,4/14/2014,23.89,15.0,0.0
New York,4/15/2014,17.22,0.56,1.8
New York,4/16/2014,9.44,-0.56,0.13
New York,4/17/2014,8.89,2.22,0.0
New York,4/18/2014,9.44,1.67,0.0
New York,4/19/2014,20.0,5.0,0.0
New York,4/20/2014,15.56,7.22,0.0
New York,4/21/2014,19.44,5.0,0.0
New York,4/22/2014,21.67,10.56,0.03
New York,4/23/2014,16.11,6.67,0.0
New York,4/24/2014,16.67,5.56,0.0
New York,4/25/2014,17.22,6.67,0.05
New York,4/26/2014,19.44,7.78,2.34
New York,4/27/2014,15.0,8.33,0.0
New York,4/28/2014,19.44,7.22,0.0
New York,4/29/2014,11.11,6.11,0.08
New York,4/30/2014,11.11,5.0,12.62
New York,5/1/2014,25.56,10.56,0.3
New York,5/2/2014,21.11,13.33,0.0
New York,5/3/2014,21.67,12.22,0.2
New York,5/4/2014,18.33,12.22,0.05
New York,5/5/2014,21.11,10.0,0.0
New York,5/6/2014,21.67,11.11,0.0
New York,5/7/2014,20.56,10.0,0.0
New York,5/8/2014,15.0,11.67,1.04
New York,5/9/2014,17.22,12.78,0.1
New York,5/10/2014,28.33,13.89,0.94
New York,5/11/2014,27.78,15.56,0.08
New York,5/12/2014,29.44,17.78,0.0
New York,5/13/2014,22.78,11.67,0.0
New York,5/14/2014,21.67,11.11,0.03
New York,5/15/2014,21.67,14.44,0.38
New York,5/16/2014,20.0,14.44,3.91
New York,5/17/2014,21.11,11.67,0.0
New York,5/18/2014,19.44,10.56,0.0
New York,5/19/2014,22.22,9.44,0.0
New York,5/20/2014,25.56,11.67,0.0
New York,5/21/2014,23.33,17.22,0.0
New York,5/22/2014,19.44,15.0,0.61
New York,5/23/2014,21.67,13.33,2.31
New York,5/24/2014,21.11,13.89,1.02
New York,5/25/2014,26.67,12.78,0.0
New York,5/26/2014,30.0,18.89,0.0
New York,5/27/2014,30.0,17.78,0.0
New York,5/28/2014,17.78,12.22,0.0
New York,5/29/2014,18.89,10.56,0.0
New York,5/30/2014,23.89,12.78,0.0
New York,5/31/2014,22.78,13.89,0.13
New York,6/1/2014,25.0,12.78,0.0
New York,6/2/2014,26.67,15.0,0.0
New York,6/3/2014,30.56,18.33,0.3
New York,6/4/2014,27.78,17.22,0.0
New York,6/5/2014,24.44,16.11,2.21
New York,6/6/2014,24.44,16.11,0.0
New York,6/7/2014,27.78,15.56,0.0
New York,6/8/2014,30.0,18.89,0.0
New York,6/9/2014,22.78,17.22,4.06
New York,6/10/2014,25.0,18.33,0.0
New York,6/11/2014,21.11,16.11,0.05
New York,6/12/2014,22.78,15.56,0.18
New York,6/13/2014,26.11,18.33,3.25
New York,6/14/2014,23.33,15.56,0.0
New York,6/15/2014,26.67,15.0,0.0
New York,6/16/2014,27.22,17.22,0.0
New York,6/17/2014,31.67,21.67,0.0
New York,6/18/2014,31.67,24.44,0.0
New York,6/19/2014,25.0,20.0,0.38
New York,6/20/2014,26.11,17.78,0.0
New York,6/21/2014,25.56,16.67,0.0
New York,6/22/2014,26.11,17.78,0.0
New York,6/23/2014,27.22,18.33,0.0
New York,6/24/2014,27.22,20.0,0.0
New York,6/25/2014,29.44,21.11,0.2
New York,6/26/2014,29.44,21.11,0.18
New York,6/27/2014,28.33,19.44,0.0
New York,6/28/2014,30.56,18.89,0.0
New York,6/29/2014,28.33,20.0,0.0
New York,6/30/2014,28.89,20.56,0.0
New York,7/1/2014,31.67,22.22,0.0
New York,7/2/2014,32.78,22.22,2.44
New York,7/3/2014,30.56,20.56,4.52
New York,7/4/2014,23.33,18.33,0.36
New York,7/5/2014,27.22,17.22,0.0
New York,7/6/2014,28.89,18.89,0.0
New York,7/7/2014,32.22,22.22,0.1
New York,7/8/2014,32.78,21.67,0.99
New York,7/9/2014,31.11,21.67,0.23
New York,7/10/2014,28.33,22.22,0.0
New York,7/11/2014,30.0,21.67,0.0
New York,7/12/2014,29.44,21.67,0.0
New York,7/13/2014,28.33,22.22,0.08
New York,7/14/2014,28.89,22.22,1.17
New York,7/15/2014,30.0,22.22,3.3
New York,7/16/2014,27.22,20.0,0.0
New York,7/17/2014,27.22,19.44,0.0
New York,7/18/2014,27.22,17.78,0.0
New York,7/19/2014,24.44,20.0,0.0
New York,7/20/2014,26.67,18.89,0.0
New York,7/21/2014,29.44,19.44,0.0
New York,7/22/2014,30.0,21.67,0.0
New York,7/23/2014,31.11,22.22,0.48
New York,7/24/2014,26.67,21.11,0.0
New York,7/25/2014,27.78,18.89,0.0
New York,7/26/2014,27.22,20.56,0.0
New York,7/27/2014,29.44,21.67,0.05
New York,7/28/2014,27.78,20.0,0.48
New York,7/29/2014,24.44,17.78,0.0
New York,7/30/2014,26.67,17.22,0.0
New York,7/31/2014,27.78,20.0,0.0
New York,8/1/2014,28.89,21.67,0.0
New York,8/2/2014,23.33,17.22,1.04
New York,8/3/2014,24.44,18.89,0.18
New York,8/4/2014,28.89,21.11,0.0
New York,8/5/2014,32.22,21.67,0.0
New York,8/6/2014,28.33,21.11,0.0
New York,8/7/2014,28.33,18.89,0.0
New York,8/8/2014,28.33,18.33,0.0
New York,8/9/2014,30.56,18.89,0.0
New York,8/10/2014,31.11,20.0,0.0
New York,8/11/2014,30.56,21.67,0.0
New York,8/12/2014,26.11,21.11,0.48
New York,8/13/2014,27.78,20.0,1.35
New York,8/14/2014,25.0,17.22,0.0
New York,8/15/2014,22.78,16.11,0.0
New York,8/16/2014,25.56,17.22,0.0
New York,8/17/2014,27.78,18.89,0.03
New York,8/18/2014,27.22,17.22,0.0
New York,8/19/2014,28.33,17.22,0.0
New York,8/20/2014,28.89,21.11,0.0
New York,8/21/2014,28.33,18.33,0.89
New York,8/22/2014,26.11,18.33,0.15
New York,8/23/2014,25.0,19.44,0.03
New York,8/24/2014,26.67,17.78,0.0
New York,8/25/2014,31.11,17.78,0.0
New York,8/26/2014,31.67,21.11,0.0
New York,8/27/2014,32.22,21.11,0.0
New York,8/28/2014,27.78,18.89,0.0
New York,8/29/2014,26.67,16.11,0.0
New York,8/30/2014,26.67,18.33,0.0
New York,8/31/2014,32.22,22.78,1.57
New York,9/1/2014,31.11,23.89,0.0
New York,9/2/2014,33.33,25.0,0.0
New York,9/3/2014,30.0,22.22,0.0
New York,9/4/2014,30.56,20.56,0.0
New York,9/5/2014,30.56,22.22,0.0
New York,9/6/2014,32.78,19.44,0.28
New York,9/7/2014,27.22,18.33,0.0
New York,9/8/2014,23.89,18.33,0.0
New York,9/9/2014,22.78,17.22,0.0
New York,9/10/2014,26.67,17.22,0.0
New York,9/11/2014,28.33,20.56,0.0
New York,9/12/2014,25.56,16.67,0.0
New York,9/13/2014,20.56,14.44,0.66
New York,9/14/2014,21.67,11.67,0.0
New York,9/15/2014,21.67,12.78,0.0
New York,9/16/2014,21.11,14.44,0.94
New York,9/17/2014,22.78,12.78,0.0
New York,9/18/2014,24.44,13.89,0.0
New York,9/19/2014,18.89,12.22,0.0
New York,9/20/2014,23.89,13.89,0.0
New York,9/21/2014,23.89,19.44,0.38
New York,9/22/2014,21.67,12.78,0.0
New York,9/23/2014,21.67,11.11,0.0
New York,9/24/2014,21.67,14.44,0.0
New York,9/25/2014,17.78,13.89,0.81
New York,9/26/2014,25.0,14.44,0.0
New York,9/27/2014,28.33,15.56,0.0
New York,9/28/2014,28.89,17.78,0.0
New York,9/29/2014,26.11,19.44,0.0
New York,9/30/2014,21.67,16.67,0.0
New York,10/1/2014,18.33,16.11,0.05
New York,10/2/2014,21.11,16.11,0.0
New York,10/3/2014,21.67,13.33,0.0
New York,10/4/2014,20.56,11.11,3.0
New York,10/5/2014,16.11,7.78,0.0
New York,10/6/2014,20.56,10.0,0.0
New York,10/7/2014,21.67,17.22,0.15
New York,10/8/2014,22.78,16.67,0.1
New York,10/9/2014,20.0,12.78,0.0
New York,10/10/2014,17.78,11.11,0.0
New York,10/11/2014,15.56,10.0,0.84
New York,10/12/2014,17.22,8.89,0.0
New York,10/13/2014,18.33,11.11,0.13
New York,10/14/2014,24.44,17.22,0.0
New York,10/15/2014,25.0,20.56,1.75
New York,10/16/2014,21.67,16.11,2.82
New York,10/17/2014,21.67,15.0,0.0
New York,10/18/2014,21.11,13.33,0.0
New York,10/19/2014,13.33,6.67,0.0
New York,10/20/2014,15.56,5.56,0.0
New York,10/21/2014,19.44,12.78,0.28
New York,10/22/2014,14.44,10.0,3.84
New York,10/23/2014,11.67,10.0,1.55
New York,10/24/2014,17.22,10.56,0.0
New York,10/25/2014,19.44,10.0,0.03
New York,10/26/2014,17.22,11.67,0.0
New York,10/27/2014,17.22,8.89,0.0
New York,10/28/2014,22.22,11.67,0.0
New York,10/29/2014,22.22,10.56,0.0
New York,10/30/2014,15.0,8.33,0.0
New York,10/31/2014,12.78,7.22,0.13
New York,11/1/2014,8.33,5.56,0.89
New York,11/2/2014,8.89,5.0,0.0
New York,11/3/2014,16.11,3.89,0.0
New York,11/4/2014,20.0,11.67,0.0
New York,11/5/2014,17.78,13.33,0.0
New York,11/6/2014,13.89,8.89,0.94
New York,11/7/2014,11.67,4.44,0.0
New York,11/8/2014,8.89,2.22,0.0
New York,11/9/2014,13.89,7.78,0.0
New York,11/10/2014,16.11,6.67,0.0
New York,11/11/2014,17.78,9.44,0.0
New York,11/12/2014,18.33,8.33,0.0
New York,11/13/2014,8.89,2.22,0.51
New York,11/14/2014,5.56,1.67,0.15
New York,11/15/2014,5.56,0.56,0.0
New York,11/16/2014,7.22,1.67,0.08
New York,11/17/2014,11.11,4.44,3.91
New York,11/18/2014,7.22,-4.44,0.0
New York,11/19/2014,2.22,-5.56,0.0
New York,11/20/2014,7.22,-0.56,0.0
New York,11/21/2014,2.78,-2.22,0.0
New York,11/22/2014,6.67,-2.22,0.0
New York,11/23/2014,13.89,6.11,0.0
New York,11/24/2014,20.56,11.67,1.78
New York,11/25/2014,20.0,10.56,0.0
New York,11/26/2014,10.56,1.11,3.15
New York,11/27/2014,3.33,1.11,0.05
New York,11/28/2014,2.78,-1.67,0.0
New York,11/29/2014,7.22,-2.78,0.0
New York,11/30/2014,12.78,7.22,0.0
New York,12/1/2014,18.33,5.56,0.23
New York,12/2/2014,6.11,1.67,0.2
New York,12/3/2014,7.78,5.0,0.15
New York,12/4/2014,7.22,2.78,0.0
New York,12/5/2014,6.67,1.11,1.3
New York,12/6/2014,10.0,3.89,3.1
New York,12/7/2014,5.56,-1.11,0.1
New York,12/8/2014,2.78,-4.44,0.0
New York,12/9/2014,5.56,2.22,6.45
New York,12/10/2014,4.44,0.0,0.2
New York,12/11/2014,3.33,-0.56,0.03
New York,12/12/2014,3.33,0.0,0.0
New York,12/13/2014,6.67,1.11,0.0
New York,12/14/2014,7.78,3.33,0.0
New York,12/15/2014,8.89,2.78,0.0
New York,12/16/2014,9.44,3.33,0.51
New York,12/17/2014,12.22,5.56,0.05
New York,12/18/2014,5.56,2.78,0.0
New York,12/19/2014,3.33,-0.56,0.0
New York,12/20/2014,0.56,-1.11,0.0
New York,12/21/2014,2.22,-0.56,0.0
New York,12/22/2014,6.67,1.67,0.1
New York,12/23/2014,7.78,6.11,0.41
New York,12/24/2014,14.44,6.67,2.03
New York,12/25/2014,16.67,6.67,0.23
New York,12/26/2014,10.0,4.44,0.0
New York,12/27/2014,12.78,6.67,0.0
New York,12/28/2014,12.22,6.11,0.25
